                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                 1.0504,                0.60693,                 1.2538,                0.96441,                0.98256,                0.98311,                0.68169,                 1.1322,                0.51722,                 1.3025,              0.0038818,              0.0038818,              0.0038818
                    312,                  1.065,                0.60644,                 1.2748,                0.96478,                0.97674,                0.98475,                0.68393,                 1.1415,                0.50443,                 1.3141,               0.003862,               0.003862,               0.003862
                    313,                 1.0439,                0.60106,                 1.2606,                0.96202,                0.98256,                0.98669,                0.68243,                 1.1466,                  0.507,                 1.3222,              0.0038422,              0.0038422,              0.0038422
                    314,                 1.0418,                  0.626,                 1.2446,                 0.9711,                 0.9767,                0.98643,                0.68761,                 1.1388,                0.50973,                  1.306,              0.0038224,              0.0038224,              0.0038224
                    315,                 1.0602,                0.60699,                 1.2772,                0.96503,                0.97384,                 0.9838,                0.68551,                 1.1245,                0.52427,                 1.2962,              0.0038026,              0.0038026,              0.0038026
                    316,                 1.0633,                0.60834,                 1.2759,                0.97098,                0.97267,                0.98275,                0.68779,                  1.119,                 0.5249,                 1.2925,              0.0037828,              0.0037828,              0.0037828
                    317,                 1.0501,                0.61184,                 1.2741,                0.96499,                0.97674,                0.98301,                0.68979,                 1.1062,                0.52191,                 1.2919,               0.003763,               0.003763,               0.003763
                    318,                 1.0463,                 0.6082,                 1.2726,                0.96703,                0.96802,                0.98261,                0.68286,                 1.1176,                 0.5237,                 1.3092,              0.0037432,              0.0037432,              0.0037432
                    319,                 1.0576,                0.59575,                 1.2625,                0.96558,                0.96512,                0.98283,                0.68544,                 1.1387,                0.51399,                 1.3208,              0.0037234,              0.0037234,              0.0037234
                    320,                 1.0501,                0.58511,                 1.2737,                0.97665,                0.97259,                0.98587,                0.68116,                 1.1411,                  0.501,                 1.3141,              0.0037036,              0.0037036,              0.0037036
                    321,                 1.0325,                0.58473,                 1.2585,                 0.9706,                0.97674,                0.98412,                0.68258,                 1.1382,                0.49529,                 1.3038,              0.0036838,              0.0036838,              0.0036838
                    322,                 1.0463,                0.59206,                  1.283,                0.96819,                0.97331,                0.98404,                0.68393,                 1.1451,                0.50141,                 1.3044,               0.003664,               0.003664,               0.003664
                    323,                 1.0525,                0.59482,                 1.2591,                0.96514,                0.96566,                0.98156,                0.68314,                 1.1397,                0.50785,                 1.2989,              0.0036442,              0.0036442,              0.0036442
                    324,                 1.0353,                0.60587,                 1.2817,                0.95474,                0.98125,                0.98364,                0.68157,                 1.1343,                 0.5119,                  1.299,              0.0036244,              0.0036244,              0.0036244
                    325,                 1.0365,                0.62792,                 1.2522,                0.95948,                0.98256,                0.98381,                0.68431,                 1.1323,                0.51591,                  1.295,              0.0036046,              0.0036046,              0.0036046
                    326,                 1.0234,                0.58684,                 1.2502,                0.97394,                0.97785,                0.98427,                0.68188,                 1.1401,                0.50794,                 1.3064,              0.0035848,              0.0035848,              0.0035848
                    327,                 1.0457,                0.59279,                 1.2641,                0.96563,                0.97997,                 0.9847,                0.67815,                 1.1532,                0.50477,                 1.3143,               0.003565,               0.003565,               0.003565
                    328,                 1.0314,                0.60423,                 1.2428,                0.96732,                0.98256,                0.98711,                0.67889,                  1.142,                0.51252,                  1.304,              0.0035452,              0.0035452,              0.0035452
                    329,                 1.0853,                0.61959,                 1.2811,                0.96306,                0.98513,                0.98718,                0.67595,                 1.1548,                0.51279,                 1.3055,              0.0035254,              0.0035254,              0.0035254
                    330,                 1.0411,                0.59516,                 1.2563,                0.96674,                0.98256,                0.98735,                0.67832,                  1.141,                 0.5114,                 1.2996,              0.0035056,              0.0035056,              0.0035056
                    331,                 1.0771,                0.60441,                 1.2875,                0.97645,                0.98256,                0.98749,                0.67756,                 1.1409,                0.51218,                 1.2993,              0.0034858,              0.0034858,              0.0034858
                    332,                 1.0807,                 0.6144,                 1.2806,                0.97685,                0.98122,                0.98884,                0.68528,                 1.1414,                0.51528,                  1.297,               0.003466,               0.003466,               0.003466
                    333,                 1.0334,                0.59203,                  1.245,                0.97637,                0.97965,                0.98796,                0.68516,                 1.1419,                0.51167,                 1.3017,              0.0034462,              0.0034462,              0.0034462
                    334,                  1.074,                0.66576,                 1.2871,                0.97667,                0.97965,                0.98752,                 0.6844,                  1.135,                0.51583,                 1.3046,              0.0034264,              0.0034264,              0.0034264
                    335,                 1.0383,                  0.598,                 1.2521,                0.97396,                0.97872,                0.98767,                 0.6853,                 1.1372,                0.51461,                 1.3122,              0.0034066,              0.0034066,              0.0034066
                    336,                 1.0362,                0.59132,                 1.2715,                0.97085,                0.98256,                0.98773,                0.68559,                 1.1418,                0.52293,                 1.3111,              0.0033868,              0.0033868,              0.0033868
                    337,                 1.0552,                0.57633,                 1.2429,                0.97886,                0.97965,                0.98662,                0.68343,                 1.1549,                0.51577,                  1.318,               0.003367,               0.003367,               0.003367
                    338,                 1.0211,                0.57523,                 1.2542,                0.97971,                 0.9824,                0.98715,                0.68474,                 1.1524,                0.51623,                 1.3118,              0.0033472,              0.0033472,              0.0033472
                    339,                 1.0404,                0.58959,                 1.2571,                0.97963,                0.97873,                0.98727,                0.68662,                  1.143,                0.50951,                 1.3029,              0.0033274,              0.0033274,              0.0033274
                    340,                 1.0581,                0.58928,                 1.2914,                0.97364,                0.98256,                0.98734,                 0.6869,                 1.1497,                0.50374,                 1.3072,              0.0033076,              0.0033076,              0.0033076
                    341,                 1.0188,                0.62276,                 1.2429,                0.97435,                0.97965,                0.98689,                0.69222,                 1.1466,                0.49379,                 1.3097,              0.0032878,              0.0032878,              0.0032878
                    342,                 1.0392,                 0.6108,                 1.2581,                0.97117,                0.97941,                 0.9863,                0.68579,                 1.1354,                0.50546,                 1.3103,               0.003268,               0.003268,               0.003268
                    343,                 1.0478,                0.59415,                 1.2682,                0.96573,                0.98289,                0.98633,                 0.6855,                 1.1282,                0.51169,                 1.3063,              0.0032482,              0.0032482,              0.0032482
                    344,                 1.0279,                0.59118,                 1.2544,                0.97126,                0.98235,                0.98637,                0.68497,                 1.1303,                0.50985,                 1.3109,              0.0032284,              0.0032284,              0.0032284
                    345,                 1.0391,                0.58591,                   1.25,                0.97686,                0.98174,                0.98671,                0.68718,                 1.1295,                0.50465,                 1.3111,              0.0032086,              0.0032086,              0.0032086
                    346,                 1.0171,                  0.575,                 1.2473,                0.97507,                0.98256,                0.98613,                0.69115,                 1.1271,                 0.5074,                 1.3087,              0.0031888,              0.0031888,              0.0031888
                    347,                 1.0227,                0.56985,                 1.2432,                 0.9726,                0.98256,                0.98723,                0.68983,                 1.1281,                0.50235,                 1.3047,               0.003169,               0.003169,               0.003169
                    348,                 1.0265,                0.58523,                 1.2578,                 0.9757,                0.98256,                 0.9869,                0.68861,                  1.132,                0.49542,                 1.3027,              0.0031492,              0.0031492,              0.0031492
                    349,                 1.0483,                0.59685,                 1.2705,                0.96829,                0.98256,                 0.9854,                0.68589,                 1.1325,                0.50536,                 1.3037,              0.0031294,              0.0031294,              0.0031294
                    350,                  1.043,                0.59147,                 1.2524,                0.97118,                0.97945,                 0.9859,                0.67919,                 1.1418,                0.50479,                 1.3059,              0.0031096,              0.0031096,              0.0031096
                    351,                 1.0144,                0.59194,                 1.2477,                0.97458,                0.97674,                0.98592,                0.68379,                 1.1456,                0.51398,                  1.304,              0.0030898,              0.0030898,              0.0030898
                    352,                 1.0237,                0.56505,                 1.2549,                0.97866,                0.97965,                0.98661,                0.68549,                 1.1503,                0.51283,                 1.3061,                0.00307,                0.00307,                0.00307
                    353,                 1.0303,                0.57936,                 1.2447,                0.97678,                0.97848,                0.98486,                0.68229,                 1.1516,                0.51462,                 1.3149,              0.0030502,              0.0030502,              0.0030502
                    354,                 1.0502,                0.58251,                 1.2712,                0.97157,                0.97965,                0.98385,                0.68521,                 1.1413,                0.51326,                 1.3145,              0.0030304,              0.0030304,              0.0030304
                    355,                 1.0231,                0.60934,                 1.2635,                0.97911,                0.97965,                0.98498,                0.68819,                 1.1327,                0.51169,                 1.3075,              0.0030106,              0.0030106,              0.0030106
                    356,                 1.0295,                0.64265,                 1.2359,                0.97692,                0.98449,                0.98541,                0.68645,                 1.1307,                0.51403,                 1.3056,              0.0029908,              0.0029908,              0.0029908
                    357,                0.99392,                0.67412,                 1.2421,                0.97966,                0.98026,                0.98475,                 0.6856,                 1.1222,                0.51789,                 1.3012,               0.002971,               0.002971,               0.002971
                    358,                 1.0148,                0.58587,                  1.244,                0.97958,                0.97608,                0.98266,                0.68891,                 1.1187,                0.52329,                 1.2969,              0.0029512,              0.0029512,              0.0029512
                    359,                 1.0163,                0.61832,                 1.2357,                0.97593,                0.97674,                0.98328,                0.68846,                 1.1231,                0.51727,                 1.2991,              0.0029314,              0.0029314,              0.0029314
                    360,                 1.0152,                0.57828,                 1.2426,                0.97545,                0.97674,                0.98278,                  0.686,                 1.1232,                0.52055,                 1.3033,              0.0029116,              0.0029116,              0.0029116
                    361,                  1.025,                0.56829,                 1.2527,                0.96977,                0.97674,                0.98256,                0.68374,                 1.1266,                0.51791,                 1.3037,              0.0028918,              0.0028918,              0.0028918
                    362,                 1.0279,                0.58953,                 1.2554,                0.96567,                0.98136,                0.98112,                 0.6869,                 1.1273,                0.52007,                 1.3015,               0.002872,               0.002872,               0.002872
                    363,                 1.0162,                0.58228,                 1.2515,                0.97042,                0.97674,                0.98124,                0.68845,                 1.1273,                0.51957,                 1.3025,              0.0028522,              0.0028522,              0.0028522
                    364,                 1.0092,                0.65116,                 1.2409,                0.97017,                0.97674,                0.98126,                0.69014,                 1.1285,                0.51445,                 1.3041,              0.0028324,              0.0028324,              0.0028324
